CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT
C1189,915.35,1.0,286.92,74.99,290.22,156.02,0.21348,0.163228,0.141397,0.049599,0,14,2873.85,1266.24,112.0,0.374922
C1190,10.11,1.0,305.82,105.7,433.22,36.92,0.13131,0.074379,0.101566,0.287561,2,21,23.4,125.62,8.42,0.256787
C1191,6605.85,1.0,1100.36,673.58,418.16,3715.78,0.189683,0.062333,0.138948,0.06517,1,10,19518.64,5355.12,800.19,0.22762
C1192,997.23,1.0,282.63,90.37,201.11,3650.15,0.567847,0.193925,0.377511,0.063818,4,12,2871.53,1448.88,157.43,0.511039
C1193,130.98,1.0,328.88,187.05,0.0,631.34,0.346071,0.111935,0.268026,0.220038,6,18,459.4,368.97,52.31,0.594327
C1194,2211.45,1.0,226.19,110.67,303.29,1074.69,0.239366,0.179181,0.09914,0.299769,5,22,7450.72,1507.67,83.25,0.58712
C1195,109.74,1.0,50819.73,18856.09,31777.93,37.61,0.284144,0.099465,0.170166,0.57182,5,14,222.69,21015.45,2130.71,0.220675
C1196,808.2,1.0,85826.8,22572.18,62955.51,7.2,0.09739,0.058313,0.043955,0.101057,2,7,2208.56,40540.79,2161.46,0.078018
C1197,9074.54,1.0,153.74,86.72,123.78,2.74,0.609553,0.311897,0.296956,0.177238,2,18,21757.18,6271.14,762.51,0.189294
C1198,510.24,1.0,26.77,11.18,0.0,737.35,0.445577,0.21725,0.160666,0.157564,4,9,1019.44,279.08,19.28,0.506089
C1199,4387.87,1.0,423.94,213.64,200.43,992.52,0.230432,0.056198,0.157907,0.298686,0,18,15627.62,2714.32,405.64,0.234122
C1200,6005.63,1.0,1851.89,783.02,1108.7,5.2,0.472162,0.164405,0.230921,0.150002,3,23,9658.51,8896.46,861.86,0.14671
C1201,52898.4,1.0,1376.15,750.25,639.61,2784.18,0.608503,0.303527,0.290342,0.094921,3,17,109829.88,69756.74,5598.23,0.391856
C1202,3999.02,1.0,6762.53,1540.91,5146.72,21709.7,0.378365,0.251628,0.325582,0.163362,2,11,14437.99,7514.35,669.79,0.249555
C1203,2588.3,1.0,2710.41,608.15,1911.95,176.9,0.093118,0.020743,0.047401,0.205369,3,24,8458.81,4240.43,389.92,0.586936
C1204,969.19,1.0,106.65,35.35,289.04,210.58,0.125625,0.063927,0.106106,0.053297,3,11,2506.69,589.82,79.84,0.28508
C1205,302.19,1.0,1845.53,1107.72,740.08,50.74,0.459242,0.234794,0.141321,0.08542,3,19,632.15,1207.22,92.1,0.416502
C1206,261.2,1.0,347.93,143.81,418.84,12.18,0.348263,0.098882,0.155391,0.131876,7,17,612.48,484.12,61.58,0.246675
C1207,1605.62,1.0,15.59,10.73,0.0,10399.07,0.392494,0.209584,0.225698,0.142521,4,13,5302.64,1375.48,166.78,0.038792
C1208,2279.31,1.0,3194.83,1885.96,1204.55,539.75,0.167418,0.051358,0.147317,0.046381,2,11,7485.72,3136.71,333.38,0.70362
C1209,4279.86,1.0,705.37,356.92,0.0,1264.33,0.080613,0.045281,0.02549,0.041198,2,13,9885.31,6623.07,504.51,0.155913
C1210,3835.67,1.0,2438.07,801.31,1394.68,18807.74,0.106947,0.052226,0.057539,0.027924,1,19,13470.78,6204.19,831.87,0.099948
C1211,202.13,1.0,8417.15,2794.38,5574.94,32.5,0.123725,0.048926,0.059224,0.25816,2,14,679.64,6309.07,802.1,0.551688
C1212,1196.78,1.0,82.99,30.72,263.3,474.33,0.230416,0.073556,0.190402,0.056894,3,15,3014.57,1263.03,101.4,0.24102
C1213,721.98,1.0,55.92,34.88,0.0,12060.14,0.180187,0.132767,0.150241,0.112352,3,12,2439.67,438.63,37.6,0.046831
C1214,3514.56,1.0,95.13,57.01,0.0,137.74,0.192679,0.115139,0.093248,0.215119,2,17,6057.96,2204.04,243.44,0.258765
C1215,1594.88,1.0,2532.22,1437.15,960.79,286.28,0.227242,0.065373,0.186892,0.03995,3,13,3978.71,2912.89,394.97,0.421773
C1216,552.29,1.0,151.79,70.21,40.74,805.58,0.49482,0.352947,0.333485,0.091179,1,15,1831.14,770.31,100.37,0.324721
C1217,642.72,1.0,10.91,4.2,2.31,69.18,0.433118,0.171358,0.230683,0.250699,0,17,1485.23,691.62,80.86,0.180629
C1218,503.65,1.0,65.43,37.16,82.77,135.21,0.192211,0.112196,0.139104,0.222028,5,13,875.72,595.83,55.57,0.390961
C1219,53.06,1.0,17.94,6.57,0.0,2033.18,0.401904,0.208655,0.164825,0.101635,3,20,101.25,75.87,4.36,0.115639
C1220,22522.28,1.0,1090.36,641.01,168.73,0.81,0.423335,0.18979,0.353797,0.189339,6,8,67403.19,18044.69,1687.13,0.317993
C1221,2999.1,1.0,244.51,67.45,0.0,115.73,0.117776,0.02452,0.078784,0.26591,0,13,11945.15,2160.57,306.86,0.15745
C1222,390.29,1.0,476.93,244.57,389.79,194.9,0.307071,0.062815,0.177198,0.191864,4,12,1495.09,787.18,109.38,0.3985
C1223,7995.47,1.0,254.65,63.46,450.65,9412.67,0.141443,0.09362,0.100876,0.034568,2,19,19614.13,9117.96,960.6,0.334484
C1224,3247.25,1.0,5.2,2.49,0.0,8.9,0.186805,0.128425,0.09635,0.172419,0,10,6411.77,4098.93,417.58,0.138296
C1225,1749.34,1.0,93.83,23.39,0.0,354.83,0.393008,0.264629,0.277266,0.109087,2,11,5807.98,1839.09,205.66,0.047433
C1226,697.06,1.0,443.13,287.19,377.33,50.59,0.120642,0.068877,0.040925,0.017897,5,15,2538.61,902.88,98.28,0.215493
C1227,567.26,1.0,185.29,74.43,0.0,35.82,0.172587,0.13345,0.102999,0.255017,6,15,2100.32,830.81,108.22,0.432732
C1228,18938.84,1.0,3894.53,2013.86,1913.21,40.46,0.245798,0.074163,0.105252,0.038577,3,21,40680.34,28982.79,3375.48,0.03039
C1229,3329.46,1.0,1320.86,489.88,751.02,1176.15,0.282441,0.160279,0.142518,0.317597,3,18,9318.52,5188.84,660.47,0.107799
C1230,3293.98,1.0,352.61,166.34,0.0,30.97,0.441834,0.281431,0.358832,0.100686,2,8,6160.17,2456.69,123.1,0.285038
C1231,416.97,1.0,3068.78,1717.75,1247.84,597.13,0.415471,0.237438,0.186855,0.094912,2,18,627.8,3017.79,434.25,0.220786
C1232,730.19,1.0,3310.0,1227.78,1979.23,2603.2,0.138394,0.087484,0.049588,0.284287,2,14,1329.9,1892.68,150.65,0.208784
C1233,2277.47,1.0,1304.83,399.67,742.26,2.0,0.086927,0.051073,0.047927,0.094598,5,16,8100.56,2371.49,205.07,0.340532
C1234,14962.14,1.0,469.84,256.97,340.96,5936.32,0.272715,0.147599,0.173672,0.214187,0,14,41000.62,16123.49,2039.39,0.188628
C1235,10961.89,1.0,238.05,62.91,76.53,694.8,0.612527,0.170981,0.452157,0.189767,3,24,23491.73,16234.41,2380.82,0.379873
C1236,5523.6,1.0,445.47,272.74,351.67,17.06,0.186879,0.047533,0.113456,0.400938,2,18,21994.81,5978.18,744.28,0.105582
C1237,2507.59,1.0,980.71,468.91,409.03,40310.77,0.297841,0.144662,0.249217,0.203251,4,16,5804.0,1922.95,117.81,0.336008
C1238,8872.72,1.0,768.22,209.05,522.75,45.55,0.107462,0.083245,0.091469,0.174264,3,7,25135.3,10338.36,1113.53,0.231881
C1239,21932.97,1.0,33.46,14.49,0.0,56.13,0.21627,0.08799,0.162011,0.037872,0,14,65494.71,24027.11,2663.73,0.113631
C1240,7354.14,1.0,642.17,242.93,547.83,49.24,0.184693,0.037066,0.10539,0.139224,4,10,14531.6,6680.53,365.97,0.393878
C1241,6176.07,1.0,14256.63,3973.13,10052.0,11.11,0.121308,0.08404,0.089021,0.299525,2,14,12229.15,12475.27,857.04,0.554637
C1242,2662.84,1.0,39.14,8.59,0.0,971.54,0.238893,0.142501,0.139999,0.019374,4,8,10358.07,2672.72,398.73,0.165934
C1243,1323.2,1.0,771.37,326.81,432.48,142.0,0.473593,0.299916,0.363808,0.095146,1,24,3619.91,2324.89,116.86,0.17908
C1244,961.2,1.0,2563.51,1347.8,1522.17,685.95,0.365489,0.237224,0.177115,0.317739,4,14,2174.88,2793.72,306.15,0.425469
C1245,12717.15,1.0,454.24,292.53,134.74,14115.32,0.112641,0.037649,0.062664,0.007076,1,15,23871.45,19246.86,1864.85,0.113655
C1246,1746.69,1.0,14108.6,5170.7,8862.64,2669.28,0.041125,0.020886,0.031577,0.122865,2,16,2795.92,9515.57,663.25,0.497402
C1247,443.59,1.0,21.74,7.66,508.18,1112.9,0.50895,0.229201,0.427971,0.05854,3,8,1709.87,388.17,28.4,0.374064
C1248,2461.23,1.0,519.96,241.63,465.3,13187.0,0.56191,0.226119,0.43246,0.165754,5,16,5126.89,3371.14,315.69,0.453221
C1249,3287.18,1.0,14.05,6.8,56.54,5.44,0.130514,0.093927,0.110638,0.167921,1,16,8715.48,4035.11,306.7,0.089251
C1250,1334.42,1.0,3.85,1.04,253.26,46.38,0.251883,0.201424,0.209417,0.170717,4,14,2123.83,1895.57,274.63,0.151126
C1251,523.3,1.0,116.8,27.75,155.28,51844.92,0.284746,0.207661,0.24779,0.051909,1,10,1825.48,635.95,68.53,0.067046
C1252,9125.19,1.0,572.19,165.39,184.73,35.44,0.175007,0.051473,0.142298,0.106611,1,17,20134.48,5496.39,767.18,0.339212
C1253,8218.19,1.0,570.92,289.5,367.03,50439.55,0.067867,0.04058,0.036726,0.078203,0,21,31992.96,4715.44,277.5,0.268663
C1254,110.1,1.0,2036.88,805.43,1145.61,4558.12,0.165672,0.052859,0.096935,0.089498,1,15,389.9,1742.36,149.39,0.163166
C1255,2987.73,1.0,39.84,9.84,0.0,111.75,0.098626,0.02644,0.043733,0.141579,4,16,10823.83,2623.61,194.78,0.176457
C1256,3704.82,1.0,201.35,118.94,0.0,98.24,0.160958,0.127754,0.077252,0.177867,2,17,7458.86,3915.26,329.06,0.229171
C1257,9955.81,1.0,100.12,51.76,380.94,3500.43,0.201537,0.147772,0.087887,0.018559,2,18,19690.68,12772.42,1753.15,0.202417
C1258,232.24,1.0,12.64,7.81,79.1,1696.36,0.142468,0.083515,0.057255,0.020013,5,12,702.89,288.9,26.14,0.225658
C1259,832.01,1.0,1733.37,611.7,964.49,1090.26,0.202322,0.098723,0.072783,0.072324,2,13,1500.32,1685.9,105.93,0.393179
C1260,8610.19,1.0,570.74,276.04,388.8,24.69,0.297524,0.169497,0.195169,0.147108,1,15,33586.88,11465.95,881.22,0.100052
C1261,3718.62,1.0,2042.49,1128.61,825.34,2064.33,0.313206,0.169871,0.170212,0.036703,2,18,6466.79,6478.9,710.74,0.337427
C1262,2508.45,1.0,124.18,81.94,168.41,51038.04,0.35657,0.131872,0.219456,0.102791,6,15,8160.8,3251.97,183.08,0.325103
C1263,53039.15,1.0,18051.11,4082.7,13922.62,2.92,0.20744,0.151009,0.160162,0.206793,6,11,101285.24,92308.6,8157.29,0.233757
C1264,24646.48,1.0,117.03,77.11,0.0,1332.32,0.39562,0.288642,0.28627,0.2917,3,12,75254.98,14315.8,2121.53,0.011465
C1265,623.98,1.0,223.43,65.73,130.94,25.07,0.421184,0.268243,0.137769,0.11719,3,20,2287.96,396.58,50.03,0.167025
C1266,3248.3,1.0,499.77,201.38,303.15,10.68,0.330011,0.115675,0.24819,0.306173,3,15,6548.38,1959.0,263.29,0.115812
C1267,548.13,1.0,1302.23,342.44,1254.98,1332.97,0.280161,0.210474,0.101179,0.009273,2,12,997.64,858.14,77.32,0.316825
C1268,3813.42,1.0,230.49,147.78,26.99,72.54,0.1249,0.095441,0.087134,0.137765,6,15,11738.76,4765.95,259.82,0.160825
C1269,15326.83,1.0,867.11,293.4,719.39,985.5,0.373411,0.159428,0.300592,0.158171,4,21,26703.87,19433.03,2594.73,0.202927
C1270,1321.48,1.0,622.48,313.14,206.23,78.39,0.351205,0.165181,0.166171,0.062789,2,15,4851.55,2066.45,189.79,0.200726
C1271,2658.29,1.0,12466.19,5433.48,7054.38,153.32,0.580666,0.247463,0.465422,0.264116,5,21,9876.03,10307.69,545.96,0.372665
C1272,92.19,1.0,2820.22,1800.51,1102.85,2668.55,0.282218,0.183565,0.167313,0.017514,2,14,315.24,1458.32,84.82,0.533222
C1273,2169.82,1.0,2305.13,507.0,1533.13,92.31,0.326782,0.162032,0.280161,0.073072,2,13,5345.92,4094.4,390.78,0.356016
C1274,1295.19,1.0,15.9,6.48,264.33,2.04,0.584027,0.307072,0.421703,0.017118,5,15,3250.6,1145.99,62.42,0.405746
C1275,2851.48,1.0,202.07,66.26,333.5,31.6,0.331124,0.208573,0.105637,0.077238,8,16,5792.99,1765.59,182.09,0.344427
C1276,822.67,1.0,1245.37,410.22,746.54,189.93,0.071077,0.044274,0.037306,0.175945,5,12,2562.79,1714.67,90.73,0.033478
C1277,461.57,1.0,1905.05,887.45,1076.97,674.35,0.149958,0.059135,0.091753,0.352479,4,8,779.51,1500.13,176.15,0.569582
C1278,10685.43,1.0,43.75,13.98,0.0,73.43,0.234925,0.055197,0.196985,0.026818,4,11,36213.26,10487.41,1531.14,0.647735
C1279,381.37,1.0,202.65,93.45,281.25,203.91,0.65184,0.474166,0.245499,0.16422,0,9,760.54,565.45,67.76,0.112329
C1280,387.48,1.0,294.08,78.7,91.0,178.71,0.385015,0.087666,0.291834,0.319305,2,16,1464.26,647.45,47.84,0.239188
C1281,2405.2,1.0,50.39,33.38,0.0,1616.23,0.337455,0.077497,0.121153,0.111033,4,19,8060.65,1631.25,83.94,0.235941
C1282,93431.22,1.0,33.29,20.34,326.54,79.24,0.042274,0.032238,0.033586,0.044798,2,10,238132.91,105238.39,9009.73,0.273565
C1283,2532.28,1.0,995.26,242.92,716.18,1286.82,0.080565,0.043258,0.046864,0.075803,3,15,5689.08,3424.48,193.27,0.246644
C1284,703.31,1.0,1017.61,616.85,272.3,418.22,0.426411,0.21471,0.380036,0.059635,4,19,1488.3,1172.29,63.79,0.437401
C1285,692.68,1.0,163.77,95.76,0.0,195.57,0.319805,0.16072,0.117149,0.027824,3,17,2235.0,492.55,55.34,0.364715
C1286,3693.65,1.0,178.81,41.93,0.0,255.59,0.46656,0.151214,0.309855,0.104095,2,13,13804.0,2846.76,198.65,0.218146
C1287,5150.25,1.0,20.45,9.15,69.85,280.44,0.173699,0.048531,0.138704,0.195602,5,17,19891.71,3949.46,513.35,0.267713
C1288,692.65,1.0,1766.79,488.52,1332.44,1782.34,0.291163,0.219525,0.233886,0.253851,2,18,2713.9,1823.79,138.23,0.487816
C1289,87.42,1.0,381.85,86.99,38.86,9.2,0.170027,0.131941,0.13147,0.088603,1,11,336.47,343.04,37.0,0.312601
C1290,1104.64,1.0,180.14,96.55,302.27,80.03,0.151524,0.108465,0.128617,0.13261,2,12,3623.86,1660.88,91.39,0.115408
C1291,19550.65,1.0,445.5,191.77,386.7,3.93,0.359782,0.205725,0.252378,0.095579,2,18,38836.33,20183.39,2950.86,0.159697
C1292,715.7,1.0,929.23,452.19,474.46,10.26,0.238188,0.183827,0.125702,0.477466,0,19,1672.4,1494.51,187.84,0.20945
C1293,1424.85,1.0,573.71,156.03,340.04,83.94,0.068561,0.033526,0.058607,0.189591,3,12,3506.86,2314.62,144.17,0.347847
C1294,165.4,1.0,7156.42,2943.17,4219.01,347.09,0.512538,0.326909,0.213822,0.198077,2,21,520.56,4265.64,415.3,0.395556
C1295,2665.99,1.0,102.53,27.07,411.68,19.47,0.071741,0.020616,0.040847,0.181918,3,20,6957.76,4002.58,385.68,0.050694
C1296,691.96,1.0,1083.61,489.38,424.07,685.54,0.217737,0.11928,0.121122,0.063916,3,16,1638.32,1093.72,82.32,0.249433
C1297,1632.06,1.0,3227.96,1300.83,2206.04,116.83,0.566475,0.405879,0.247918,0.019561,4,18,3906.26,4082.58,355.43,0.734951
C1298,647.99,1.0,1235.3,854.72,477.46,354.92,0.307591,0.110171,0.190053,0.056069,3,17,1874.46,1587.38,133.71,0.203598
C1299,179.34,1.0,66.68,13.98,341.06,47.23,0.234122,0.129157,0.096359,0.110491,4,17,604.9,246.61,26.55,0.159141
C1300,1172.39,1.0,3716.98,1294.32,2634.99,753.16,0.134198,0.104537,0.06275,0.019052,2,17,2544.99,3712.96,353.04,0.077539
C1301,32305.61,1.0,431.01,217.98,0.0,3213.97,0.393781,0.079344,0.273396,0.055444,1,15,92659.29,38572.88,3089.56,0.532422
C1302,11307.25,1.0,2065.36,1055.23,1031.09,3725.64,0.2149,0.071909,0.193118,0.092164,2,10,21766.68,10460.49,703.2,0.400707
C1303,2623.62,1.0,2688.11,1284.91,1414.75,98.25,0.519324,0.244268,0.299303,0.024882,5,10,10485.68,4835.01,616.4,0.40891
C1304,680.76,1.0,1313.8,826.58,722.67,44149.05,0.138198,0.099315,0.07871,0.062929,2,18,1922.71,1681.81,89.6,0.069202
C1305,1175.95,1.0,93.24,53.45,144.89,127.49,0.086191,0.049471,0.045124,0.452242,2,16,2427.72,924.69,55.27,0.261699
C1306,8376.76,1.0,546.76,364.24,0.0,901.41,0.330996,0.255666,0.189357,0.082261,1,9,25844.16,10684.87,1327.17,0.687527
C1307,1825.09,1.0,4572.65,2463.15,1968.73,3511.19,0.322452,0.151225,0.232751,0.014294,3,23,3989.85,3132.17,445.35,0.223406
C1308,1145.42,1.0,339.4,112.49,434.2,3133.27,0.329269,0.123631,0.112503,0.232535,2,14,3641.13,1246.2,179.51,0.488627
C1309,1070.9,1.0,428.55,207.3,551.92,4368.74,0.435161,0.306171,0.327419,0.181846,0,10,2221.48,906.55,83.51,0.193473
C1310,1703.99,1.0,6.71,3.9,154.97,3856.48,0.280055,0.208606,0.23808,0.264527,4,19,3114.72,1096.37,152.9,0.294818
C1311,87237.29,1.0,1187.35,730.35,570.62,84.04,0.341946,0.254888,0.26077,0.178565,4,20,185687.54,108145.81,12513.3,0.363264
C1312,539.18,1.0,151.02,36.97,135.6,104.25,0.012693,0.00512,0.005999,0.085855,2,19,1572.5,630.14,39.11,0.052054
C1313,1437.66,1.0,1473.53,622.66,1175.72,116.95,0.018244,0.004962,0.012566,0.112849,7,21,3796.36,1822.88,217.05,0.368694
C1314,2538.38,1.0,81.85,25.86,396.85,509.22,0.423975,0.20428,0.144559,0.380652,5,18,8572.57,3142.97,392.88,0.314075
C1315,9903.65,1.0,1262.54,775.18,312.16,0.4,0.486491,0.200803,0.19135,0.115864,2,16,21134.86,7044.46,735.93,0.433299
C1316,72179.0,1.0,580.85,136.46,547.23,34097.38,0.231017,0.163295,0.177903,0.37176,1,14,227058.92,107656.55,10313.59,0.318967
C1317,9429.33,1.0,11400.78,4351.96,7330.99,1363.98,0.498001,0.274004,0.212821,0.322795,0,13,22958.49,20489.4,2202.23,0.13446
C1318,437.97,1.0,1909.69,495.9,1181.2,106.28,0.277269,0.17215,0.162241,0.072907,2,27,1172.01,2088.38,145.45,0.083734
C1319,5028.82,1.0,93.83,49.77,113.23,19.11,0.304326,0.089714,0.128315,0.168789,4,15,19076.03,6660.64,600.59,0.445445
C1320,8398.63,1.0,35.22,7.21,0.0,45.35,0.292141,0.226918,0.105623,0.2681,4,14,29272.6,12434.75,1045.69,0.366228
C1321,1177.49,1.0,243.51,150.84,458.56,20.94,0.232352,0.181909,0.109896,0.117762,4,23,2501.67,1166.3,119.47,0.408806
C1322,471.74,1.0,19031.41,8700.71,10501.67,275.27,0.181757,0.068099,0.156328,0.098386,4,15,1538.37,8129.05,1192.24,0.189982
C1323,3301.12,1.0,772.89,313.85,93.09,3.14,0.435254,0.196994,0.232757,0.125155,0,16,5959.35,3828.14,201.4,0.105661
C1324,3339.57,1.0,478.79,184.49,255.61,63404.13,0.148928,0.107286,0.081869,0.214574,4,13,13338.78,4780.36,396.03,0.244633
C1325,2592.85,1.0,23566.52,8496.03,15083.95,163.1,0.331548,0.074459,0.294495,0.085992,2,11,9653.78,12771.77,736.25,0.084681
C1326,162.2,1.0,1048.92,372.57,714.17,574.22,0.37566,0.118437,0.284486,0.053842,3,10,586.94,900.76,53.89,0.319457
C1327,3357.97,1.0,156.38,105.47,0.0,10.74,0.21324,0.151296,0.132563,0.1355,4,23,10409.56,4774.55,245.71,0.085582
C1328,10500.63,1.0,64.42,27.71,0.0,1752.84,0.157698,0.091676,0.079909,0.121032,3,17,20981.69,11445.71,1533.04,0.219397
C1329,4629.01,1.0,6377.97,1555.63,5240.03,229.76,0.807701,0.459444,0.566686,0.003367,2,18,12694.71,9457.27,785.84,0.257435
C1330,733.77,1.0,1289.08,557.17,647.76,14.16,0.302157,0.162461,0.122394,0.162736,1,17,1940.04,1407.15,112.87,0.467471
C1331,3384.06,1.0,35.71,20.13,169.66,700.59,0.336298,0.268423,0.169619,0.177146,2,15,8576.44,2541.13,193.63,0.275168
C1332,8769.34,1.0,52.11,25.5,0.0,129.15,0.363421,0.266087,0.206499,0.044367,1,21,27464.88,11252.97,691.13,0.451838
C1333,2040.49,1.0,1571.88,972.72,455.36,38.93,0.165796,0.05204,0.128438,0.193453,1,22,6828.47,3914.11,367.1,0.167115
C1334,1792.81,1.0,90.32,35.03,0.0,41.35,0.17572,0.080695,0.081884,0.185247,2,18,3905.74,2174.26,151.25,0.620657
C1335,1763.31,1.0,95.5,61.34,421.62,57.12,0.178623,0.05768,0.097587,0.1306,3,19,5563.76,1386.16,199.16,0.06262
C1336,3203.8,1.0,3443.52,1847.85,1536.55,58.51,0.057923,0.023047,0.043737,0.164122,4,13,7724.79,5328.24,665.73,0.161712
C1337,585.44,1.0,2347.58,1114.59,1329.3,402.97,0.577293,0.421091,0.355192,0.461953,2,11,903.46,2294.57,283.03,0.27853
C1338,10678.6,1.0,7459.14,4290.69,3035.14,1.22,0.743218,0.575228,0.378762,0.170969,4,12,20230.73,13699.22,1227.44,0.103832
C1339,3755.78,1.0,897.43,216.12,697.54,47.05,0.176824,0.095321,0.119377,0.145736,2,15,11727.04,5010.39,409.53,0.099254
C1340,5584.09,1.0,65.2,21.34,378.01,662.91,0.306079,0.125918,0.260445,0.416753,5,16,19729.4,3606.72,382.5,0.105196
C1341,1068.3,1.0,404.75,156.76,589.75,9.23,0.286196,0.166453,0.255006,0.168155,5,13,1767.96,1745.99,225.68,0.276969
C1342,4414.73,1.0,1808.33,916.16,1088.61,117.62,0.358371,0.222662,0.142001,0.314057,3,16,8351.0,7572.22,427.12,0.2725
C1343,5143.37,1.0,30216.31,8440.8,21815.82,4980.81,0.063746,0.040745,0.049006,0.209663,4,11,13631.32,27192.43,3222.47,0.299213
C1344,7284.49,1.0,1077.55,748.13,223.39,5.19,0.401279,0.093352,0.353301,0.002992,1,15,12878.89,11661.88,805.32,0.281117
C1345,1193.64,1.0,2025.99,1363.12,642.06,20.01,0.360842,0.222394,0.32442,0.071618,2,22,3730.39,1456.23,203.52,0.517645
C1346,677.13,1.0,1186.17,496.0,599.3,2117.35,0.083485,0.016952,0.060936,0.005434,1,13,1072.95,1671.39,153.78,0.813669
C1347,665.22,1.0,142.44,92.28,0.0,4026.6,0.230283,0.096423,0.129304,0.114484,4,12,1176.02,525.05,57.93,0.689395
C1348,1373.74,1.0,300.84,191.35,44.56,999.31,0.796029,0.603097,0.380621,0.118371,3,14,4565.3,1889.12,267.68,0.14797
C1349,4020.78,1.0,63.75,24.52,0.0,69.27,0.366988,0.275641,0.162882,0.292984,2,10,14345.81,2173.73,218.45,0.321142
C1350,2244.18,1.0,1875.13,884.66,770.82,248.99,0.196612,0.101625,0.091999,0.040982,2,13,4805.79,3398.66,216.52,0.251337
C1351,5714.56,1.0,23.67,5.23,0.0,48.21,0.46,0.158658,0.140237,0.042456,5,16,15120.36,6328.92,947.61,0.347854
C1352,3464.14,1.0,78.56,35.79,0.0,328.35,0.143222,0.075018,0.095145,0.018719,5,16,10212.04,4408.98,470.41,0.414042
C1353,2014.14,1.0,404.98,184.2,0.0,3525.28,0.542717,0.173002,0.293367,0.062016,3,16,3133.16,2551.03,238.57,0.107897
C1354,14174.22,1.0,248.29,153.24,37.73,888.45,0.519879,0.228718,0.381006,0.297961,3,14,46384.79,12277.83,1685.08,0.575563
C1355,558.89,1.0,701.73,166.25,280.91,139.37,0.079622,0.053084,0.038356,0.032233,3,24,921.78,973.07,121.49,0.357827
C1356,6315.75,1.0,2.35,1.18,98.64,1892.19,0.04331,0.017226,0.023115,0.190567,4,14,12332.47,3369.86,459.47,0.217815
C1357,12514.83,1.0,82.85,50.78,0.0,97.14,0.494871,0.333423,0.406151,0.053403,2,16,41711.06,13010.13,1087.38,0.133546
C1358,1003.29,1.0,1556.84,633.41,758.72,2579.46,0.525797,0.341581,0.298434,0.166377,3,15,3589.46,1648.59,199.53,0.461363
C1359,11622.57,1.0,22929.96,10995.51,11971.55,125.56,0.232589,0.17396,0.183526,0.139679,6,25,38091.67,21224.95,2374.05,0.04716
C1360,3729.82,1.0,302.61,159.79,238.79,3.66,0.329685,0.210538,0.187307,0.015156,4,15,14138.11,5125.25,611.42,0.338373
C1361,219.51,1.0,45.23,10.46,267.79,413.82,0.300012,0.166827,0.176775,0.195074,0,12,870.94,322.28,23.28,0.017585
C1362,2614.19,1.0,843.57,360.46,305.78,236.65,0.540567,0.332782,0.461865,0.22361,4,17,9228.91,3582.25,206.73,0.543686
C1363,5226.58,1.0,11.69,3.68,78.25,15335.63,0.183063,0.067495,0.127475,0.027121,3,11,15907.96,7202.51,487.62,0.052451
C1364,7770.92,1.0,137.78,90.49,122.51,12879.47,0.222761,0.169973,0.130455,0.264086,5,12,12702.46,6104.4,558.36,0.530841
C1365,147253.82,1.0,644.44,432.73,400.91,1055.1,0.445639,0.118112,0.219639,0.044824,2,17,552249.87,155971.89,8473.62,0.237232
C1366,2740.41,1.0,196.48,114.36,84.87,21.09,0.565655,0.345195,0.428622,0.053648,4,14,6079.67,3002.46,419.16,0.618235
C1367,2143.16,1.0,496.6,130.36,143.39,208.47,0.253466,0.146757,0.0942,0.024808,4,15,5309.35,1801.33,174.61,0.297688
C1368,1263.23,1.0,3589.95,2508.84,1405.52,2.79,0.49633,0.334885,0.350966,0.095968,3,11,3539.45,2665.0,247.44,0.141832
C1369,6067.77,1.0,12139.5,2732.83,9665.15,190.84,0.187188,0.043795,0.115062,0.211822,1,18,22506.38,8170.25,841.38,0.344497
C1370,10847.42,1.0,21621.51,14448.76,7042.43,4.33,0.590597,0.176744,0.523535,0.208206,2,20,38060.39,12925.25,1035.9,0.510261
C1371,960.62,1.0,756.43,238.7,434.21,3186.38,0.057765,0.029504,0.047766,0.185542,4,14,2650.09,1794.81,218.2,0.233139
C1372,1684.23,1.0,5.01,1.55,109.66,562.78,0.160804,0.102867,0.087826,0.130108,4,15,6226.06,2024.64,119.5,0.061317
C1373,11825.87,1.0,3783.08,1807.65,2071.73,325.93,0.57514,0.148954,0.362755,0.352942,3,12,42930.49,10064.66,710.37,0.157877
C1374,5339.08,1.0,109.11,53.76,251.2,5303.32,0.230454,0.086236,0.174875,0.109251,0,18,12608.86,3720.42,294.82,0.310598
C1375,272.79,1.0,59.75,26.96,0.0,432.36,0.066828,0.052438,0.022559,0.068202,2,14,601.18,219.7,20.35,0.042177
C1376,129.54,1.0,47.62,29.89,100.12,229.69,0.153432,0.085968,0.102302,0.076822,2,21,321.66,223.91,29.55,0.425139
C1377,3608.46,1.0,5017.43,1021.57,4215.73,6.55,0.178217,0.09851,0.130315,0.345214,2,21,12334.89,7155.14,439.01,0.358672
