customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID0747,Male,0,Yes,No,56,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.6,2548.31,No
ID0748,Male,0,Yes,No,41,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),72.92,2972.82,No
ID0749,Female,0,Yes,No,71,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),37.59,2672.24,No
ID0750,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.39,2560.9,No
ID0751,Male,0,No,No,70,No,No,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),104.93,7293.93,Yes
ID0752,Female,0,No,No,39,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),87.66,3402.89,No
ID0753,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,67.23,534.41,Yes
ID0754,Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,67.64,4262.38,No
ID0755,Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,57.18,3432.68,Yes
ID0756,Female,0,No,No,19,Yes,Yes,No,Yes,No internet service,No,Yes,No,No,Two year,Yes,Mailed check,83.8,1482.41,No
ID0757,Male,0,Yes,Yes,16,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.18,568.15,No
ID0758,Male,0,No,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,52.13,1888.2,No
ID0759,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.56,5263.31,Yes
ID0760,Female,0,No,No,21,Yes,Yes,No,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.81,1941.91,Yes
ID0761,Female,0,No,Yes,70,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,107.29,7518.33,Yes
ID0762,Male,0,Yes,Yes,44,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,48.9,2097.24,No
ID0763,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),103.95,2747.37,Yes
ID0764,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.07,374.46,Yes
ID0765,Male,0,No,Yes,65,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,No,One year,No,Credit card (automatic),19.27,1357.99,No
ID0766,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),85.85,5137.07,No
ID0767,Female,0,No,No,7,No,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),95.34,505.68,No
ID0768,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),18.65,118.87,Yes
ID0769,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,67.88,4336.06,No
ID0770,Male,0,Yes,No,21,No,No,No,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.01,2333.88,No
ID0771,Male,0,Yes,No,42,Yes,No,DSL,No,No,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),114.09,4890.54,No
ID0772,Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,92.67,4423.94,No
ID0773,Female,0,No,No,70,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Mailed check,101.83,7294.45,No
ID0774,Female,1,No,Yes,25,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,49.16,1529.22,No
ID0775,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.59,3560.5,Yes
ID0776,Male,1,No,No,38,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,118.27,4388.58,Yes
ID0777,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.38,1233.72,Yes
ID0778,Female,0,No,Yes,40,No,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,22.73,851.94,No
ID0779,Male,0,No,No,1,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,23.73,73.67,Yes
ID0780,Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,76.5,4039.9,No
ID0781,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.77,2787.8,No
ID0782,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),41.97,2278.69,No
ID0783,Female,0,No,No,18,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,50.42,919.34,Yes
ID0784,Female,0,No,No,25,Yes,No phone service,No,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),114.62,2778.45,Yes
ID0785,Male,0,No,No,36,No,No,No,No internet service,Yes,No,No,Yes,Yes,Two year,No,Mailed check,50.57,1639.03,No
ID0786,Male,1,Yes,Yes,12,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,54.61,727.04,No
ID0787,Female,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,63.61,1385.12,No
ID0788,Female,0,Yes,Yes,57,Yes,Yes,No,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.42,2026.88,No
ID0789,Male,0,No,No,46,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Electronic check,57.38,2620.23,No
ID0790,Female,0,Yes,No,22,Yes,No,No,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),83.23,1965.01,No
ID0791,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,44.3,0.0,Yes
ID0792,Male,1,No,No,50,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.85,4035.12,No
ID0793,Female,0,No,No,34,No,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,42.85,1666.28,No
ID0794,Male,0,Yes,Yes,16,Yes,No phone service,No,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,97.31,1486.08,No
ID0795,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,112.46,726.26,Yes
ID0796,Male,0,Yes,No,57,No,No,No,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Electronic check,62.91,3507.73,No
ID0797,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,115.08,5425.03,No
ID0798,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,85.02,679.9,Yes
ID0799,Male,1,No,No,13,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,89.77,1218.99,Yes
ID0800,Male,0,No,No,26,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,69.64,1684.33,No
ID0801,Female,1,Yes,Yes,67,No,Yes,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.11,2700.64,No
ID0802,Male,0,No,No,51,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,112.69,5696.68,Yes
ID0803,Male,0,Yes,No,50,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,115.72,5714.57,No
ID0804,Female,0,Yes,Yes,44,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),102.87,4673.15,No
ID0805,Female,0,Yes,No,65,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),64.83,4137.04,No
ID0806,Female,1,No,No,56,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,35.46,1997.83,No
ID0807,Male,0,Yes,No,26,No,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,No,Mailed check,27.26,894.53,No
ID0808,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.96,3196.99,No
ID0809,Male,0,Yes,Yes,41,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,48.93,1757.35,No
ID0810,Male,0,Yes,Yes,62,No,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,104.36,6673.07,Yes
ID0811,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,72.9,4266.87,No
ID0812,Male,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,110.78,7551.17,No
ID0813,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.14,6058.77,Yes
ID0814,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Mailed check,63.7,2856.93,No
ID0815,Male,0,Yes,No,21,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.93,1804.38,Yes
ID0816,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),115.54,6222.38,No
ID0817,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),74.82,2223.9,Yes
ID0818,Female,1,Yes,No,72,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,49.82,3443.8,Yes
ID0819,Male,0,No,No,41,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,55.62,2279.49,No
ID0820,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),80.6,3085.77,Yes
ID0821,Female,0,Yes,No,12,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No,One year,No,Mailed check,115.91,1322.98,Yes
ID0822,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.69,3486.59,No
ID0823,Male,0,Yes,No,68,Yes,Yes,No,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),89.5,6341.34,No
ID0824,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),36.26,2159.52,Yes
ID0825,Female,0,Yes,No,48,Yes,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Two year,No,Mailed check,80.6,3913.93,No
ID0826,Male,0,No,No,49,Yes,No,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.01,4656.4,Yes
ID0827,Female,1,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,60.8,2796.28,No
ID0828,Male,0,No,No,0,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,82.2,0.0,Yes
ID0829,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.07,1440.1,No
ID0830,Male,0,No,No,5,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.42,307.01,Yes
ID0831,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,101.22,5134.14,No
ID0832,Male,1,No,Yes,67,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),38.31,2777.74,No
ID0833,Female,0,Yes,No,72,Yes,Yes,No,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,27.2,1947.09,No
ID0834,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,88.24,5645.75,No
ID0835,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),49.76,87.65,No
ID0836,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),67.3,4121.12,Yes
ID0837,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),107.88,2186.54,No
ID0838,Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.64,2482.07,No
ID0839,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,95.94,308.23,No
ID0840,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),69.17,4538.24,No
ID0841,Female,0,No,No,49,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.93,965.89,No
ID0842,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,No,Electronic check,36.29,2125.65,No
ID0843,Male,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),68.05,2157.35,No
ID0844,Male,0,No,No,70,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),40.82,2759.09,No
ID0845,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,53.97,115.97,Yes
ID0846,Female,0,No,No,49,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,87.92,4269.32,Yes
ID0847,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,103.43,7413.53,No
ID0848,Male,0,No,No,57,Yes,No,DSL,No,No,No internet service,No,No,No internet service,One year,No,Electronic check,62.55,3602.94,No
ID0849,Female,0,No,No,0,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,69.42,0.0,No
ID0850,Male,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),77.59,1506.94,No
ID0851,Female,0,No,No,31,Yes,No,No,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,35.31,1266.4,No
ID0852,Male,1,No,No,12,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),78.3,832.74,No
ID0853,Male,1,No,No,27,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),99.57,2677.6,No
ID0854,Male,1,Yes,No,9,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),108.2,1058.72,Yes
ID0855,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,No,Bank transfer (automatic),37.45,0.0,No
ID0856,Male,0,No,Yes,4,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,104.34,287.78,No
ID0857,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),106.24,7490.73,Yes
ID0858,Female,0,Yes,No,70,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),94.92,6610.29,Yes
ID0859,Male,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Electronic check,100.57,6559.17,No
ID0860,Female,0,Yes,Yes,13,No,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.83,858.21,No
ID0861,Male,0,No,Yes,17,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Electronic check,115.86,1802.45,No
ID0862,Female,1,No,No,13,Yes,No phone service,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.39,1349.33,Yes
ID0863,Female,0,No,No,12,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),44.13,519.0,No
ID0864,Female,0,Yes,No,20,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,21.21,417.22,No
ID0865,Male,0,Yes,No,29,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,35.88,1021.53,No
ID0866,Male,1,Yes,No,34,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.2,3224.28,Yes
ID0867,Female,0,No,Yes,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),104.89,5320.24,Yes
ID0868,Male,0,Yes,No,54,Yes,Yes,No,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,27.04,1168.04,Yes
ID0869,Female,1,No,No,57,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),84.0,4868.17,Yes
ID0870,Male,0,No,No,70,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,55.34,3746.41,No
ID0871,Female,0,No,No,11,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No,Two year,No,Credit card (automatic),77.31,797.27,No
ID0872,Female,0,Yes,No,37,Yes,Yes,No,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,103.55,3723.62,No
ID0873,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,61.26,66.66,Yes
ID0874,Female,0,No,No,45,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,37.09,1632.82,Yes
ID0875,Male,0,Yes,No,72,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,29.66,2112.32,No
ID0876,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.59,6474.52,No
ID0877,Female,1,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),95.37,6676.29,Yes
ID0878,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),23.71,638.55,Yes
ID0879,Male,0,No,Yes,45,Yes,Yes,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,35.5,1587.84,Yes
ID0880,Male,0,No,Yes,47,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.1,4035.37,No
ID0881,Female,0,No,Yes,17,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,60.74,937.73,No
ID0882,Male,0,Yes,No,62,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.63,4728.64,No
ID0883,Female,0,No,No,43,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,75.04,3275.74,Yes
ID0884,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),34.03,1931.7,No
ID0885,Male,0,No,Yes,58,Yes,No phone service,No,No,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,62.41,3577.46,No
ID0886,Male,1,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,71.53,4194.79,Yes
ID0887,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,62.31,2783.2,No
ID0888,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.59,1073.89,No
ID0889,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),117.68,1780.92,No
ID0890,Male,0,No,No,5,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,117.26,698.04,Yes
ID0891,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,53.68,3086.81,No
ID0892,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.56,5383.78,Yes
ID0893,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,41.73,806.42,No
ID0894,Female,0,No,No,31,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,117.89,3781.43,No
ID0895,Female,0,Yes,No,34,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,59.83,2052.44,Yes
ID0896,Female,0,No,No,54,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.93,4361.73,No
ID0897,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.56,1852.77,No
ID0898,Male,1,Yes,No,1,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.99,158.51,No
ID0899,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),33.73,921.96,Yes
ID0900,Male,1,No,Yes,61,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,No,Electronic check,112.66,6825.36,No
ID0901,Female,0,No,No,43,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,73.78,3035.24,No
ID0902,Female,1,Yes,Yes,3,Yes,No,DSL,No,No,No internet service,No,No internet service,No,Two year,No,Electronic check,115.9,422.7,Yes
ID0903,Male,0,No,No,21,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,58.74,1134.08,No
ID0904,Male,0,No,No,50,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,65.9,3259.38,No
ID0905,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),40.19,520.85,No
ID0906,Female,0,No,No,55,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,28.78,1773.05,Yes
ID0907,Male,0,Yes,No,29,Yes,Yes,No,Yes,No,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),96.93,2815.52,No
ID0908,Male,0,No,No,65,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,58.05,3807.44,No
ID0909,Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,97.3,3502.66,No
ID0910,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,63.24,998.04,No
ID0911,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2060.68,Yes
ID0912,Male,0,No,No,8,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Electronic check,107.1,948.89,No
ID0913,Female,0,No,No,30,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,100.78,2960.66,Yes
ID0914,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,97.97,6670.64,Yes
ID0915,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Mailed check,84.37,4154.5,No
ID0916,Female,1,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,105.77,4007.09,No
ID0917,Female,0,Yes,No,22,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,103.83,2267.38,No
ID0918,Female,0,Yes,No,59,No,Yes,No,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,39.65,2421.2,No
ID0919,Female,1,No,No,9,No,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),88.29,692.4,Yes
ID0920,Male,0,No,No,29,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,No,Electronic check,102.11,2973.84,No
ID0921,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),93.15,2181.8,Yes
ID0922,Male,0,Yes,Yes,26,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,19.96,447.92,No
ID0923,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,80.31,5632.04,No
ID0924,Male,0,No,Yes,16,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),46.89,615.87,No
ID0925,Male,0,No,No,26,No,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,96.02,2273.82,Yes
